T1,T2,RH,time
18.1,15.13,73.5,'2021/12/9 3:26:51
18.1,15.13,73.5,'2021/12/9 3:26:52
18.16,15.16,73.22,'2021/12/9 3:26:53
18.1,15.16,73.37,'2021/12/9 3:26:55
18.1,15.13,73.22,'2021/12/9 3:26:56
18.13,15.13,73.24,'2021/12/9 3:26:57
18.12,15.15,72.99,'2021/12/9 3:26:58
18.13,15.16,73.22,'2021/12/9 3:26:59
18.1,15.13,73.45,'2021/12/9 3:27:00
18.1,15.13,73.79,'2021/12/9 3:27:01
18.13,15.16,73.5,'2021/12/9 3:27:02
18.13,15.13,73.07,'2021/12/9 3:27:03
18.1,15.16,73.5,'2021/12/9 3:27:04
18.13,15.16,73.5,'2021/12/9 3:27:05
18.16,15.16,72.95,'2021/12/9 3:27:06
18.1,15.16,72.95,'2021/12/9 3:27:07
18.13,15.16,73.24,'2021/12/9 3:27:08
18.13,15.13,73.35,'2021/12/9 3:27:09
18.13,15.16,73.25,'2021/12/9 3:27:10
18.13,15.16,73.53,'2021/12/9 3:27:11
18.13,15.16,73.5,'2021/12/9 3:27:12
18.13,15.16,73.5,'2021/12/9 3:27:13
18.13,15.16,72.95,'2021/12/9 3:27:14
18.1,15.13,73.24,'2021/12/9 3:27:15
18.13,15.13,73.57,'2021/12/9 3:27:16
18.12,15.13,73.2,'2021/12/9 3:27:17
18.13,15.15,73.24,'2021/12/9 3:27:18
18.1,15.19,73.24,'2021/12/9 3:27:19
18.1,15.16,72.95,'2021/12/9 3:27:20
18.1,15.16,73.5,'2021/12/9 3:27:21
18.13,15.16,73.19,'2021/12/9 3:27:22
18.13,15.13,73.24,'2021/12/9 3:27:23
18.1,15.13,73.35,'2021/12/9 3:27:24
18.13,15.13,73.44,'2021/12/9 3:27:25
18.13,15.16,73.24,'2021/12/9 3:27:26
18.1,15.16,73.57,'2021/12/9 3:27:27
18.13,15.16,73.5,'2021/12/9 3:27:28
18.13,15.16,73.46,'2021/12/9 3:27:29
18.16,15.18,73.48,'2021/12/9 3:27:30
18.13,15.16,73.24,'2021/12/9 3:27:31
18.13,15.15,73.64,'2021/12/9 3:27:32
18.13,15.16,73.38,'2021/12/9 3:27:33
18.13,15.16,73.5,'2021/12/9 3:27:34
18.1,15.16,73.24,'2021/12/9 3:27:35
18.13,15.16,73.71,'2021/12/9 3:27:36
18.13,15.16,73.5,'2021/12/9 3:27:37
18.13,15.16,73.59,'2021/12/9 3:27:38
18.13,15.19,73.24,'2021/12/9 3:27:39
18.13,15.19,73.24,'2021/12/9 3:27:40
18.13,15.16,73.53,'2021/12/9 3:27:41
18.13,15.19,73.5,'2021/12/9 3:27:42
18.13,15.19,73.24,'2021/12/9 3:27:43
18.13,15.19,73.24,'2021/12/9 3:27:44
18.13,15.19,73.53,'2021/12/9 3:27:45
18.13,15.19,73.32,'2021/12/9 3:27:46
18.13,15.19,73.66,'2021/12/9 3:27:47
18.11,15.19,73.24,'2021/12/9 3:27:48
18.14,15.16,73.47,'2021/12/9 3:27:49
18.14,15.19,73.53,'2021/12/9 3:27:50
18.13,15.19,73.53,'2021/12/9 3:27:51
18.16,15.16,73.53,'2021/12/9 3:27:52
18.14,15.16,73.26,'2021/12/9 3:27:53
18.13,15.19,73.24,'2021/12/9 3:27:54
18.16,15.16,73.69,'2021/12/9 3:27:55
18.1,15.19,73.33,'2021/12/9 3:27:56
18.13,15.19,73.33,'2021/12/9 3:27:57
18.13,15.19,73.2,'2021/12/9 3:27:58
18.13,15.16,73.53,'2021/12/9 3:27:59
18.13,15.19,73.21,'2021/12/9 3:28:00
18.13,15.19,73.53,'2021/12/9 3:28:01
18.16,15.19,73.49,'2021/12/9 3:28:02
18.13,15.16,73.16,'2021/12/9 3:28:03
18.16,15.19,73.53,'2021/12/9 3:28:04
18.13,15.16,73.53,'2021/12/9 3:28:05
18.14,15.19,73.53,'2021/12/9 3:28:06
18.13,15.15,73.48,'2021/12/9 3:28:07
18.13,15.13,73.15,'2021/12/9 3:28:08
18.1,15.19,73.16,'2021/12/9 3:28:09
18.16,15.19,73.24,'2021/12/9 3:28:10
18.13,15.18,73.53,'2021/12/9 3:28:11
18.13,15.16,73.53,'2021/12/9 3:28:12
18.13,15.16,73.24,'2021/12/9 3:28:13
18.13,15.19,73.24,'2021/12/9 3:28:14
18.13,15.19,73.27,'2021/12/9 3:28:15
18.13,15.19,73.53,'2021/12/9 3:28:16
18.13,15.19,73.39,'2021/12/9 3:28:17
18.13,15.16,73.79,'2021/12/9 3:28:18
18.13,15.19,72.98,'2021/12/9 3:28:19
18.13,15.16,73.53,'2021/12/9 3:28:20
18.13,15.16,73.29,'2021/12/9 3:28:21
18.1,15.16,73.34,'2021/12/9 3:28:22
18.13,15.19,73.53,'2021/12/9 3:28:23
18.13,15.19,73.26,'2021/12/9 3:28:24
18.13,15.16,73.29,'2021/12/9 3:28:25
18.13,15.19,73.35,'2021/12/9 3:28:26
18.1,15.22,73.39,'2021/12/9 3:28:27
18.13,15.16,73.53,'2021/12/9 3:28:28
18.1,15.19,73.24,'2021/12/9 3:28:29
18.13,15.16,73.4,'2021/12/9 3:28:30
18.16,15.18,73.38,'2021/12/9 3:28:31
18.1,15.19,73.69,'2021/12/9 3:28:33
18.13,15.22,73.27,'2021/12/9 3:28:34
18.13,15.23,73.13,'2021/12/9 3:28:35
18.1,15.16,73.39,'2021/12/9 3:28:36
18.13,15.18,73.4,'2021/12/9 3:28:37
18.13,15.16,73.24,'2021/12/9 3:28:38
18.13,15.17,73.35,'2021/12/9 3:28:39
18.1,15.16,73.26,'2021/12/9 3:28:40
18.13,15.19,73.24,'2021/12/9 3:28:41
18.13,15.16,73.32,'2021/12/9 3:28:42
18.13,15.16,73.35,'2021/12/9 3:28:43
18.1,15.16,73.5,'2021/12/9 3:28:44
18.13,15.16,73.24,'2021/12/9 3:28:45
18.13,15.13,73.24,'2021/12/9 3:28:46
18.1,15.16,73.29,'2021/12/9 3:28:47
18.13,15.16,73.5,'2021/12/9 3:28:48
18.13,15.19,73.79,'2021/12/9 3:28:49
18.1,15.16,73.24,'2021/12/9 3:28:50
18.13,15.19,73.11,'2021/12/9 3:28:51
18.13,15.23,73.24,'2021/12/9 3:28:52
18.1,15.19,73.31,'2021/12/9 3:28:53
18.06,15.19,73.64,'2021/12/9 3:28:54
18.13,15.15,73.32,'2021/12/9 3:28:55
18.13,15.16,73.24,'2021/12/9 3:28:56
18.16,15.13,73.38,'2021/12/9 3:28:57
18.13,15.16,73.79,'2021/12/9 3:28:58
18.13,15.16,73.77,'2021/12/9 3:28:59
18.1,15.16,73.47,'2021/12/9 3:29:00
18.13,15.19,73.22,'2021/12/9 3:29:01
18.1,15.13,73.79,'2021/12/9 3:29:02
18.1,15.17,73.35,'2021/12/9 3:29:05
18.13,15.18,73.47,'2021/12/9 3:29:05
18.13,15.16,73.24,'2021/12/9 3:29:05
18.13,15.16,73.5,'2021/12/9 3:29:06
18.1,15.15,73.49,'2021/12/9 3:29:07
18.16,15.16,73.32,'2021/12/9 3:29:08
18.16,15.16,73.35,'2021/12/9 3:29:09
18.13,15.16,73.5,'2021/12/9 3:29:10
18.13,15.16,73.39,'2021/12/9 3:29:11
18.1,15.16,73.12,'2021/12/9 3:29:12
18.1,15.16,73.5,'2021/12/9 3:29:13
18.13,15.16,73.39,'2021/12/9 3:29:14
18.1,15.16,73.62,'2021/12/9 3:29:15
18.1,15.16,73.24,'2021/12/9 3:29:16
18.1,15.13,73.5,'2021/12/9 3:29:17
18.1,15.16,73.4,'2021/12/9 3:29:18
18.1,15.13,73.5,'2021/12/9 3:29:19
18.1,15.16,72.95,'2021/12/9 3:29:20
18.1,15.16,73.37,'2021/12/9 3:29:21
18.1,15.19,73.35,'2021/12/9 3:29:22
18.1,15.16,73.17,'2021/12/9 3:29:23
18.1,15.19,73.4,'2021/12/9 3:29:24
18.13,15.13,73.5,'2021/12/9 3:29:25
18.1,15.16,73.31,'2021/12/9 3:29:26
18.1,15.1,73.69,'2021/12/9 3:29:27
18.1,15.16,73.24,'2021/12/9 3:29:28
18.12,15.16,73.24,'2021/12/9 3:29:29
18.13,15.18,73.3,'2021/12/9 3:29:30
18.1,15.16,73.42,'2021/12/9 3:29:31
18.13,15.16,73.68,'2021/12/9 3:29:32
18.1,15.16,73.28,'2021/12/9 3:29:33
18.13,15.16,73.53,'2021/12/9 3:29:34
18.13,15.16,73.38,'2021/12/9 3:29:35
18.11,15.13,73.29,'2021/12/9 3:29:36
18.1,15.18,73.36,'2021/12/9 3:29:37
18.1,15.16,73.5,'2021/12/9 3:29:38
18.13,15.19,73.77,'2021/12/9 3:29:39
18.1,15.16,73.35,'2021/12/9 3:29:40
18.06,15.16,73.42,'2021/12/9 3:29:41
18.1,15.19,73.57,'2021/12/9 3:29:42
18.1,15.16,73.5,'2021/12/9 3:29:43
18.13,15.16,73.37,'2021/12/9 3:29:44
18.13,15.16,73.24,'2021/12/9 3:29:45
18.1,15.16,73.53,'2021/12/9 3:29:46
18.13,15.16,73.35,'2021/12/9 3:29:47
18.13,15.19,73.5,'2021/12/9 3:29:48
18.1,15.19,73.57,'2021/12/9 3:29:49
18.13,15.16,73.24,'2021/12/9 3:29:50
18.13,15.16,73.24,'2021/12/9 3:29:51
18.1,15.16,73.24,'2021/12/9 3:29:52
18.13,15.19,73.29,'2021/12/9 3:29:53
18.1,15.19,73.7,'2021/12/9 3:29:54
18.13,15.16,73.24,'2021/12/9 3:29:55
18.13,15.16,73.24,'2021/12/9 3:29:56
18.1,15.19,73.53,'2021/12/9 3:29:57
18.13,15.19,72.98,'2021/12/9 3:29:58
18.1,15.16,73.5,'2021/12/9 3:29:59
18.13,15.16,73.35,'2021/12/9 3:30:00
18.13,15.19,73.5,'2021/12/9 3:30:01
18.1,15.16,73.7,'2021/12/9 3:30:02
18.13,15.19,73.64,'2021/12/9 3:30:03
18.13,15.16,73.5,'2021/12/9 3:30:04
18.13,15.17,73.24,'2021/12/9 3:30:05
18.13,15.19,73.39,'2021/12/9 3:30:06
18.1,15.19,73.19,'2021/12/9 3:30:07
18.1,15.16,73.53,'2021/12/9 3:30:08
18.13,15.13,73.31,'2021/12/9 3:30:09
18.16,15.19,73.24,'2021/12/9 3:30:10
18.13,15.2,73.24,'2021/12/9 3:30:11
18.1,15.16,73.79,'2021/12/9 3:30:12
18.1,15.16,73.24,'2021/12/9 3:30:14
18.16,15.16,73.66,'2021/12/9 3:30:15
18.13,15.16,73.68,'2021/12/9 3:30:16
18.13,15.16,73.5,'2021/12/9 3:30:17
18.13,15.19,73.24,'2021/12/9 3:30:18
18.1,15.19,73.53,'2021/12/9 3:30:19
18.13,15.16,73.53,'2021/12/9 3:30:20
18.13,15.19,73.24,'2021/12/9 3:30:21
18.13,15.21,73.57,'2021/12/9 3:30:22
18.11,15.19,73.09,'2021/12/9 3:30:23
18.13,15.19,73.24,'2021/12/9 3:30:24
18.13,15.16,73.24,'2021/12/9 3:30:25
18.13,15.16,73.02,'2021/12/9 3:30:26
18.13,15.16,73.69,'2021/12/9 3:30:27
18.14,15.19,73.53,'2021/12/9 3:30:28
18.13,15.19,72.98,'2021/12/9 3:30:29
18.13,15.19,73.05,'2021/12/9 3:30:30
18.1,15.19,73.82,'2021/12/9 3:30:31
18.13,15.16,73.27,'2021/12/9 3:30:32
18.16,15.16,73.44,'2021/12/9 3:30:33
18.13,15.16,73.53,'2021/12/9 3:30:34
18.13,15.16,73.24,'2021/12/9 3:30:35
18.13,15.16,73.53,'2021/12/9 3:30:36
18.16,15.16,73.24,'2021/12/9 3:30:37
18.13,15.19,72.98,'2021/12/9 3:30:38
18.13,15.16,73.33,'2021/12/9 3:30:39
18.13,15.19,73.53,'2021/12/9 3:30:40
18.13,15.16,73.05,'2021/12/9 3:30:41
18.11,15.13,73.24,'2021/12/9 3:30:42
18.16,15.16,73.24,'2021/12/9 3:30:43
18.13,15.13,73.24,'2021/12/9 3:30:44
18.16,15.13,73.42,'2021/12/9 3:30:45
18.13,15.13,73.53,'2021/12/9 3:30:46
18.16,15.16,73.37,'2021/12/9 3:30:47
18.13,15.16,73.24,'2021/12/9 3:30:48
18.13,15.16,73.3,'2021/12/9 3:30:49
18.1,15.18,73.32,'2021/12/9 3:30:52
18.16,15.19,73.56,'2021/12/9 3:30:52
18.13,15.16,73.44,'2021/12/9 3:30:52
18.11,15.16,73.24,'2021/12/9 3:30:53
18.13,15.16,73.5,'2021/12/9 3:30:54
18.11,15.16,72.8,'2021/12/9 3:30:55
18.1,15.16,73.35,'2021/12/9 3:30:56
18.13,15.16,73.24,'2021/12/9 3:30:57
18.13,15.16,73.24,'2021/12/9 3:30:58
18.1,15.16,73.18,'2021/12/9 3:30:59
18.13,15.16,73.5,'2021/12/9 3:31:00
18.16,15.16,73.53,'2021/12/9 3:31:01
18.13,15.16,73.24,'2021/12/9 3:31:02
18.13,15.16,73.53,'2021/12/9 3:31:03
18.13,15.16,73.48,'2021/12/9 3:31:04
18.11,15.17,73.48,'2021/12/9 3:31:05
18.1,15.16,73.58,'2021/12/9 3:31:06
18.13,15.13,73.53,'2021/12/9 3:31:07
18.13,15.14,72.93,'2021/12/9 3:31:08
18.13,15.19,73.12,'2021/12/9 3:31:09
18.13,15.19,73.24,'2021/12/9 3:31:10
18.13,15.16,73.08,'2021/12/9 3:31:11
18.13,15.19,72.89,'2021/12/9 3:31:12
18.12,15.18,72.95,'2021/12/9 3:31:13
18.16,15.16,73.24,'2021/12/9 3:31:14
18.13,15.19,73.16,'2021/12/9 3:31:15
18.13,15.16,73.76,'2021/12/9 3:31:16
18.13,15.16,73.24,'2021/12/9 3:31:17
18.1,15.16,73.24,'2021/12/9 3:31:18
18.13,15.16,73.24,'2021/12/9 3:31:19
18.14,15.17,73.53,'2021/12/9 3:31:20
18.13,15.19,73.5,'2021/12/9 3:31:21
18.13,15.16,73.4,'2021/12/9 3:31:22
18.13,15.16,73.5,'2021/12/9 3:31:23
18.13,15.16,73.21,'2021/12/9 3:31:24
18.13,15.19,73.7,'2021/12/9 3:31:25
18.13,15.16,73.46,'2021/12/9 3:31:26
18.12,15.16,73.53,'2021/12/9 3:31:27
18.13,15.19,73.45,'2021/12/9 3:31:28
18.13,15.16,73.53,'2021/12/9 3:31:29
18.13,15.16,73.5,'2021/12/9 3:31:30
18.13,15.19,73.53,'2021/12/9 3:31:31
18.13,15.16,73.53,'2021/12/9 3:31:32
18.13,15.19,73.24,'2021/12/9 3:31:33
18.13,15.13,73.24,'2021/12/9 3:31:34
18.13,15.16,72.98,'2021/12/9 3:31:35
18.11,15.17,73.5,'2021/12/9 3:31:36
18.1,15.17,73.38,'2021/12/9 3:31:37
18.13,15.16,73.52,'2021/12/9 3:31:38
18.13,15.16,73.53,'2021/12/9 3:31:39
18.11,15.19,73.77,'2021/12/9 3:31:40
18.13,15.16,73.33,'2021/12/9 3:31:41
18.13,15.19,73.53,'2021/12/9 3:31:42
18.13,15.19,73.24,'2021/12/9 3:31:43
18.1,15.16,73.53,'2021/12/9 3:31:44
18.13,15.16,73.5,'2021/12/9 3:31:45
18.13,15.13,73.53,'2021/12/9 3:31:46
18.16,15.19,73.5,'2021/12/9 3:31:47
18.13,15.19,73.24,'2021/12/9 3:31:48
18.12,15.19,73.79,'2021/12/9 3:31:49
18.13,15.19,73.53,'2021/12/9 3:31:50
18.13,15.16,73.53,'2021/12/9 3:31:51
18.12,15.19,73.24,'2021/12/9 3:31:52
18.13,15.19,73.53,'2021/12/9 3:31:53
18.1,15.19,73.53,'2021/12/9 3:31:54
18.13,15.19,73.5,'2021/12/9 3:31:55
18.13,15.21,73.24,'2021/12/9 3:31:56
18.13,15.19,73.53,'2021/12/9 3:31:57
18.13,15.23,73.53,'2021/12/9 3:31:58
18.16,15.19,73.24,'2021/12/9 3:31:59
18.13,15.19,73.53,'2021/12/9 3:32:00
18.13,15.16,73.37,'2021/12/9 3:32:01
18.13,15.19,73.53,'2021/12/9 3:32:03
18.13,15.19,73.53,'2021/12/9 3:32:04
18.1,15.16,73.37,'2021/12/9 3:32:05
18.13,15.16,73.63,'2021/12/9 3:32:06
18.13,15.19,73.53,'2021/12/9 3:32:07
18.13,15.19,73.53,'2021/12/9 3:32:08
18.13,15.17,73.72,'2021/12/9 3:32:09
18.1,15.23,73.53,'2021/12/9 3:32:10
18.13,15.16,73.64,'2021/12/9 3:32:11
18.16,15.23,73.79,'2021/12/9 3:32:12
18.13,15.19,73.5,'2021/12/9 3:32:13
18.13,15.19,73.82,'2021/12/9 3:32:14
18.13,15.19,73.53,'2021/12/9 3:32:15
18.1,15.19,73.24,'2021/12/9 3:32:16
18.16,15.19,73.53,'2021/12/9 3:32:17
18.13,15.19,73.47,'2021/12/9 3:32:18
18.16,15.19,73.55,'2021/12/9 3:32:19
18.13,15.23,73.53,'2021/12/9 3:32:20
18.16,15.19,73.53,'2021/12/9 3:32:21
18.13,15.19,73.75,'2021/12/9 3:32:22
18.13,15.23,73.66,'2021/12/9 3:32:23
18.16,15.19,73.26,'2021/12/9 3:32:24
18.13,15.19,73.82,'2021/12/9 3:32:25
18.13,15.19,73.25,'2021/12/9 3:32:26
18.14,15.23,73.82,'2021/12/9 3:32:27
18.13,15.23,73.6,'2021/12/9 3:32:28
18.15,15.19,73.82,'2021/12/9 3:32:29
18.13,15.19,73.82,'2021/12/9 3:32:30
18.13,15.23,73.26,'2021/12/9 3:32:31
18.13,15.23,73.53,'2021/12/9 3:32:32
18.13,15.19,73.47,'2021/12/9 3:32:33
18.13,15.23,73.82,'2021/12/9 3:32:34
18.13,15.23,73.53,'2021/12/9 3:32:35
18.16,15.19,73.53,'2021/12/9 3:32:36
18.13,15.19,73.82,'2021/12/9 3:32:37
18.13,15.2,73.53,'2021/12/9 3:32:38
18.13,15.23,73.28,'2021/12/9 3:32:39
18.13,15.19,73.53,'2021/12/9 3:32:40
18.15,15.19,73.8,'2021/12/9 3:32:41
18.16,15.2,73.82,'2021/12/9 3:32:42
18.13,15.2,73.44,'2021/12/9 3:32:43
18.16,15.23,73.55,'2021/12/9 3:32:44
18.13,15.19,73.56,'2021/12/9 3:32:45
18.13,15.23,73.82,'2021/12/9 3:32:46
18.13,15.19,73.53,'2021/12/9 3:32:47
18.13,15.23,73.89,'2021/12/9 3:32:48
18.1,15.21,73.53,'2021/12/9 3:32:49
18.13,15.19,73.26,'2021/12/9 3:32:50
18.16,15.23,73.73,'2021/12/9 3:32:51
18.13,15.23,73.63,'2021/12/9 3:32:52
18.13,15.23,73.53,'2021/12/9 3:32:53
18.13,15.19,73.42,'2021/12/9 3:32:54
18.13,15.23,73.55,'2021/12/9 3:32:55
18.16,15.23,73.47,'2021/12/9 3:32:56
18.16,15.22,73.42,'2021/12/9 3:32:57
18.13,15.19,73.46,'2021/12/9 3:32:58
18.16,15.19,73.27,'2021/12/9 3:32:59
18.13,15.23,73.53,'2021/12/9 3:33:00
18.13,15.2,73.7,'2021/12/9 3:33:01
18.13,15.18,73.6,'2021/12/9 3:33:02
18.16,15.23,73.53,'2021/12/9 3:33:03
18.16,15.19,73.53,'2021/12/9 3:33:04
18.16,15.16,73.53,'2021/12/9 3:33:05
18.13,15.23,73.82,'2021/12/9 3:33:06
18.13,15.19,73.64,'2021/12/9 3:33:07
18.13,15.23,73.53,'2021/12/9 3:33:08
18.13,15.19,73.53,'2021/12/9 3:33:09
18.1,15.19,73.55,'2021/12/9 3:33:10
18.16,15.19,73.63,'2021/12/9 3:33:11
18.13,15.23,73.82,'2021/12/9 3:33:12
18.13,15.23,73.82,'2021/12/9 3:33:13
18.16,15.23,73.26,'2021/12/9 3:33:14
18.13,15.19,73.82,'2021/12/9 3:33:15
18.16,15.23,73.8,'2021/12/9 3:33:16
18.15,15.23,73.55,'2021/12/9 3:33:19
18.16,15.19,73.56,'2021/12/9 3:33:20
18.16,15.19,73.53,'2021/12/9 3:33:20
18.13,15.19,73.6,'2021/12/9 3:33:20
18.13,15.19,73.62,'2021/12/9 3:33:21
18.13,15.19,73.83,'2021/12/9 3:33:22
18.13,15.23,73.53,'2021/12/9 3:33:23
18.13,15.19,73.38,'2021/12/9 3:33:24
18.13,15.19,73.48,'2021/12/9 3:33:25
18.13,15.23,73.26,'2021/12/9 3:33:26
18.16,15.23,73.55,'2021/12/9 3:33:27
18.13,15.23,73.61,'2021/12/9 3:33:28
18.16,15.23,73.82,'2021/12/9 3:33:29
18.13,15.23,73.27,'2021/12/9 3:33:30
18.1,15.19,73.63,'2021/12/9 3:33:31
18.16,15.19,73.55,'2021/12/9 3:33:32
18.13,15.23,73.97,'2021/12/9 3:33:33
18.15,15.19,74.11,'2021/12/9 3:33:34
18.16,15.19,73.82,'2021/12/9 3:33:35
18.16,15.19,73.61,'2021/12/9 3:33:36
18.13,15.21,73.75,'2021/12/9 3:33:37
18.13,15.23,73.32,'2021/12/9 3:33:38
18.16,15.19,73.26,'2021/12/9 3:33:39
18.13,15.16,73.56,'2021/12/9 3:33:40
18.16,15.25,73.53,'2021/12/9 3:33:41
18.13,15.23,73.53,'2021/12/9 3:33:42
18.16,15.19,73.26,'2021/12/9 3:33:44
18.13,15.23,73.82,'2021/12/9 3:33:45
18.16,15.19,73.53,'2021/12/9 3:33:46
18.14,15.23,73.33,'2021/12/9 3:33:47
18.13,15.23,73.42,'2021/12/9 3:33:48
18.13,15.23,73.29,'2021/12/9 3:33:49
18.13,15.23,73.53,'2021/12/9 3:33:50
18.13,15.23,73.42,'2021/12/9 3:33:51
18.13,15.2,73.37,'2021/12/9 3:33:52
18.16,15.19,73.53,'2021/12/9 3:33:53
18.13,15.19,73.55,'2021/12/9 3:33:54
18.13,15.23,73.79,'2021/12/9 3:33:55
18.16,15.19,72.98,'2021/12/9 3:33:56
18.13,15.19,73.22,'2021/12/9 3:33:57
18.16,15.23,73.42,'2021/12/9 3:33:58
18.13,15.19,73.53,'2021/12/9 3:33:59
18.13,15.19,73.53,'2021/12/9 3:34:00
18.13,15.19,73.53,'2021/12/9 3:34:01
18.13,15.19,73.61,'2021/12/9 3:34:02
18.13,15.19,73.52,'2021/12/9 3:34:03
18.16,15.19,73.9,'2021/12/9 3:34:04
18.13,15.23,73.63,'2021/12/9 3:34:05
18.16,15.19,73.55,'2021/12/9 3:34:06
18.1,15.19,73.53,'2021/12/9 3:34:07
18.13,15.23,73.62,'2021/12/9 3:34:08
18.16,15.19,73.6,'2021/12/9 3:34:09
18.14,15.19,73.77,'2021/12/9 3:34:10
18.13,15.23,73.53,'2021/12/9 3:34:11
18.13,15.19,73.74,'2021/12/9 3:34:12
18.1,15.19,73.53,'2021/12/9 3:34:13
18.13,15.23,73.94,'2021/12/9 3:34:14
18.1,15.19,73.26,'2021/12/9 3:34:15
18.13,15.19,73.79,'2021/12/9 3:34:16
18.13,15.19,72.98,'2021/12/9 3:34:17
18.1,15.21,73.55,'2021/12/9 3:34:18
18.1,15.23,73.82,'2021/12/9 3:34:19
18.1,15.23,73.72,'2021/12/9 3:34:20
18.1,15.19,73.53,'2021/12/9 3:34:21
18.13,15.19,73.53,'2021/12/9 3:34:22
18.16,15.19,73.24,'2021/12/9 3:34:23
18.1,15.19,73.68,'2021/12/9 3:34:24
18.13,15.19,73.53,'2021/12/9 3:34:25
18.13,15.19,73.82,'2021/12/9 3:34:26
18.13,15.23,73.53,'2021/12/9 3:34:27
18.1,15.19,73.37,'2021/12/9 3:34:28
18.13,15.19,73.75,'2021/12/9 3:34:29
18.13,15.23,73.55,'2021/12/9 3:34:30
18.13,15.23,73.53,'2021/12/9 3:34:31
18.13,15.19,73.59,'2021/12/9 3:34:32
18.17,15.16,73.24,'2021/12/9 3:34:33
18.13,15.19,73.53,'2021/12/9 3:34:34
18.16,15.23,73.82,'2021/12/9 3:34:35
18.13,15.23,73.39,'2021/12/9 3:34:36
18.16,15.19,73.53,'2021/12/9 3:34:37
18.13,15.19,73.39,'2021/12/9 3:34:38
18.13,15.23,73.63,'2021/12/9 3:34:39
18.13,15.23,73.4,'2021/12/9 3:34:40
18.13,15.19,73.53,'2021/12/9 3:34:41
18.16,15.22,73.51,'2021/12/9 3:34:42
18.16,15.23,73.26,'2021/12/9 3:34:43
18.13,15.19,73.57,'2021/12/9 3:34:44
18.13,15.21,73.37,'2021/12/9 3:34:45
18.16,15.23,73.26,'2021/12/9 3:34:46
18.13,15.23,73.53,'2021/12/9 3:34:47
18.16,15.23,73.53,'2021/12/9 3:34:48
18.15,15.23,73.82,'2021/12/9 3:34:49
18.15,15.23,73.82,'2021/12/9 3:34:50
18.13,15.23,73.53,'2021/12/9 3:34:51
18.15,15.19,73.82,'2021/12/9 3:34:52
18.13,15.19,73.53,'2021/12/9 3:34:53
18.16,15.23,74.11,'2021/12/9 3:34:54
18.13,15.19,73.82,'2021/12/9 3:34:55
18.16,15.16,73.37,'2021/12/9 3:34:56
18.13,15.19,73.82,'2021/12/9 3:34:57
18.16,15.23,73.53,'2021/12/9 3:34:58
18.13,15.23,73.36,'2021/12/9 3:34:59
18.13,15.2,73.82,'2021/12/9 3:35:00
18.13,15.19,73.75,'2021/12/9 3:35:01
18.16,15.19,73.77,'2021/12/9 3:35:02
18.13,15.23,73.74,'2021/12/9 3:35:03
18.1,15.21,73.26,'2021/12/9 3:35:04
18.16,15.21,73.53,'2021/12/9 3:35:05
18.13,15.19,73.74,'2021/12/9 3:35:06
18.16,15.19,73.74,'2021/12/9 3:35:07
18.16,15.23,73.53,'2021/12/9 3:35:08
18.16,15.19,73.55,'2021/12/9 3:35:09
18.13,15.23,73.53,'2021/12/9 3:35:10
18.16,15.19,73.26,'2021/12/9 3:35:11
18.13,15.19,73.53,'2021/12/9 3:35:12
18.16,15.16,73.71,'2021/12/9 3:35:13
18.1,15.23,73.53,'2021/12/9 3:35:14
18.13,15.19,73.53,'2021/12/9 3:35:16
18.13,15.19,73.82,'2021/12/9 3:35:17
18.16,15.23,73.82,'2021/12/9 3:35:18
18.13,15.19,73.82,'2021/12/9 3:35:19
18.13,15.19,73.36,'2021/12/9 3:35:20
18.16,15.19,73.55,'2021/12/9 3:35:21
18.13,15.19,73.53,'2021/12/9 3:35:22
18.16,15.19,73.79,'2021/12/9 3:35:23
18.13,15.22,73.63,'2021/12/9 3:35:24
18.13,15.19,73.02,'2021/12/9 3:35:25
18.16,15.19,73.53,'2021/12/9 3:35:26
18.16,15.19,73.96,'2021/12/9 3:35:27
18.16,15.23,73.53,'2021/12/9 3:35:28
18.16,15.19,73.53,'2021/12/9 3:35:29
18.13,15.19,73.82,'2021/12/9 3:35:30
18.16,15.19,72.98,'2021/12/9 3:35:31
18.16,15.22,74.05,'2021/12/9 3:35:32
18.13,15.19,73.42,'2021/12/9 3:35:33
18.16,15.23,73.82,'2021/12/9 3:35:34
18.13,15.19,73.27,'2021/12/9 3:35:35
18.1,15.23,73.51,'2021/12/9 3:35:36
18.16,15.19,73.54,'2021/12/9 3:35:37
18.13,15.19,73.26,'2021/12/9 3:35:38
18.16,15.19,73.48,'2021/12/9 3:35:39
18.13,15.16,73.44,'2021/12/9 3:35:40
18.16,15.19,73.53,'2021/12/9 3:35:41
18.13,15.16,73.53,'2021/12/9 3:35:42
18.13,15.19,73.53,'2021/12/9 3:35:43
18.13,15.19,73.53,'2021/12/9 3:35:44
18.16,15.19,73.29,'2021/12/9 3:35:45
18.16,15.23,73.53,'2021/12/9 3:35:46
18.1,15.19,73.44,'2021/12/9 3:35:47
18.15,15.19,73.61,'2021/12/9 3:35:48
18.16,15.19,73.79,'2021/12/9 3:35:49
18.13,15.19,73.26,'2021/12/9 3:35:50
18.13,15.19,73.45,'2021/12/9 3:35:51
18.1,15.19,74.08,'2021/12/9 3:35:52
18.13,15.16,73.03,'2021/12/9 3:35:53
18.13,15.19,72.98,'2021/12/9 3:35:54
